frequency_tier,major_group,subgroup,top,morpheme,gloss_or_meaning,origin,notes
2,Free_Lexical,adjective_common,Secret,good,positive quality,Old English,
2,Free_Lexical,adjective_common,Secret,high,tall,Old English,
2,Free_Lexical,adjective_common,Secret,old,aged,Old English,
2,Free_Lexical,adjective_common,Secret,great,large,Old English,
2,Free_Lexical,adjective_common,Secret,big,large,Middle English,
2,Free_Lexical,adjective_common,Secret,small,little,Old English,
2,Free_Lexical,adjective_common,Secret,large,big,Old French/Latin,
2,Free_Lexical,adjective_common,Secret,next,following,Old English,
2,Free_Lexical,adjective_common,Secret,early,before time,Old English,
2,Free_Lexical,adjective_common,Secret,young,not old,Old English,
2,Free_Lexical,adjective_common,Secret,important,significant,French/Latin,
2,Free_Lexical,adjective_common,Secret,few,small number,Old English,
2,Free_Lexical,adjective_common,Secret,public,open to all,Latin via French,
2,Free_Lexical,adjective_common,Secret,bad,negative quality,Old English,
2,Free_Lexical,adjective_common,Secret,same,identical,Old Norse/English,
2,Free_Lexical,adjective_common,Secret,able,capable,Old French/Latin,
2,Free_Lexical,adjective_common,Secret,political,of polity,Greek via Latin,
2,Free_Lexical,adjective_common,Secret,sure,certain,Old French,
2,Free_Lexical,adjective_common,Secret,free,unbound,Old English,
2,Free_Lexical,adjective_common,Secret,full,complete,Old English,
2,Free_Lexical,adjective_common,Secret,real,actual,Old French,
2,Free_Lexical,adjective_common,Secret,easy,not hard,Old French,
2,Free_Lexical,adjective_common,Secret,white,color,Old English,
2,Free_Lexical,adjective_common,Secret,black,color,Old English,
2,Free_Lexical,adjective_common,Secret,strong,forceful,Old English,
2,Free_Lexical,adjective_common,Secret,clear,transparent,Old French/Latin,
2,Free_Lexical,adjective_common,Secret,simple,not complex,Old French/Latin,
2,Free_Lexical,adjective_common,Secret,whole,entire,Old English,
2,Free_Lexical,adjective_common,Secret,short,not long,Old English,
2,Free_Lexical,adjective_common,Secret,long,extended,Old English,
2,Free_Lexical,adjective_common,Secret,little,small,Old English,
2,Free_Lexical,adjective_common,Secret,low,not high,Old English,
2,Free_Lexical,adjective_common,Secret,human,of people,Latin,
2,Free_Lexical,adjective_common,Secret,local,nearby,Latin,
2,Free_Lexical,adjective_common,Secret,late,after due,Old English,
2,Free_Lexical,adjective_common,Secret,hard,difficult/solid,Old English,
2,Free_Lexical,adjective_common,Secret,main,principal,Old English,
2,Free_Lexical,adjective_common,Secret,poor,not rich,Old French,
2,Free_Lexical,adjective_common,Secret,red,color,Old English,
2,Free_Lexical,adjective_common,Secret,blue,color,Old French,
2,Free_Lexical,adjective_common,Secret,dark,little light,Old English,
2,Free_Lexical,adjective_common,Secret,light,illumination,Old English,
2,Free_Lexical,adjective_common,Secret,wrong,incorrect,Old English,
2,Free_Lexical,adjective_common,Secret,right,correct,Old English,
2,Free_Lexical,adjective_common,Secret,final,last,Latin,
2,Free_Lexical,adjective_common,Helper,likely,probable,Old Norse/English,
2,Free_Lexical,adjective_common,Secret,fine,thin/good,Old French,
3,Free_Lexical,lexical_tier_general,Object,problem,difficulty,Greek via Latin/French,
3,Free_Lexical,lexical_tier_general,Object,question,query,Latin,
3,Free_Lexical,lexical_tier_general,Object,school,institution of learning,Greek via Latin,
3,Free_Lexical,lexical_tier_general,Object,state,condition/government,Latin via French,
3,Free_Lexical,lexical_tier_general,Entity,family,kin group,Latin familia,
3,Free_Lexical,lexical_tier_general,Entity,student,learner,Latin,
3,Free_Lexical,lexical_tier_general,Location,country,nation/region,Old French,
3,Free_Lexical,lexical_tier_general,Object,example,sample,Latin,
3,Free_Lexical,lexical_tier_general,Object,system,organized whole,Greek via Latin,
3,Free_Lexical,lexical_tier_general,Object,program,plan/schedule,Greek via French,
3,Free_Lexical,lexical_tier_general,Object,course,path/series,Latin/French,
3,Free_Lexical,lexical_tier_general,Object,interest,concern/stake,Latin inter- + esse,
3,Free_Lexical,lexical_tier_general,Object,experience,lived event,Latin,
3,Free_Lexical,lexical_tier_general,Object,social,of society,Latin,
3,Free_Lexical,lexical_tier_general,Object,process,procedure,Latin,
3,Free_Lexical,lexical_tier_general,Location,position,place/stance,Latin,
3,Free_Lexical,lexical_tier_general,Object,level,layer/height,Old French,
3,Free_Lexical,lexical_tier_general,Object,court,tribunal,Old French,
3,Free_Lexical,lexical_tier_general,Object,mind,cognition,Old English,
3,Free_Lexical,lexical_tier_general,Object,heart,organ/affection,Old English,
3,Free_Lexical,lexical_tier_general,Object,sense,meaning/perception,Latin/French,
3,Free_Lexical,lexical_tier_general,Object,form,shape,Latin/French,
3,Free_Lexical,lexical_tier_general,Object,music,art of sound,Greek via French,
3,Free_Lexical,lexical_tier_general,Object,art,skill/creative work,Latin via French,
3,Free_Lexical,lexical_tier_general,Object,church,building/faith community,Greek via Old English,
3,Free_Lexical,lexical_tier_general,Entity,death,dying,Old Norse/English,
3,Free_Lexical,lexical_tier_general,Entity,hope,expectation of good,Old English,
3,Free_Lexical,lexical_tier_general,Entity,truth,factuality,Old English,
3,Free_Lexical,lexical_tier_general,Entity,beauty,aesthetic quality,Old French,
3,Free_Lexical,lexical_tier_general,Entity,age,length of life/era,Old French,
3,Free_Lexical,lexical_tier_general,Object,paper,sheet material,Latin papyrus path,
3,Free_Lexical,lexical_tier_general,Location,space,extent/room,Latin/French,
3,Free_Lexical,lexical_tier_general,Location,second,next in order/time unit,Latin/French,
3,Free_Lexical,lexical_tier_general,Location,today,this day,Old English compound,
3,Free_Lexical,lexical_tier_general,Location,yesterday,prior day,Old English,
3,Free_Lexical,lexical_tier_general,Location,tomorrow,next day,Old English/Middle English,
3,Free_Lexical,lexical_tier_general,Helper,always,at all times,Old English,
3,Free_Lexical,lexical_tier_general,Helper,never,at no time,Old English,
3,Free_Lexical,lexical_tier_general,Helper,sometimes,occasionally,Old English,
3,Free_Lexical,lexical_tier_general,Helper,often,frequently,Old English,
3,Free_Lexical,lexical_tier_general,Helper,again,once more,Old English,
3,Free_Lexical,lexical_tier_general,Helper,maybe,perhaps,Middle English,
3,Free_Lexical,lexical_tier_general,Helper,perhaps,possibly,Old French,
3,Free_Lexical,lexical_tier_general,Helper,together,with each other,Old English,
3,Free_Lexical,lexical_tier_general,Helper,however,nevertheless,Middle English,
3,Free_Lexical,lexical_tier_general,Helper,therefore,for that reason,Old English,
3,Free_Lexical,lexical_tier_general,Helper,rather,preferably/somewhat,Old English,
3,Free_Lexical,lexical_tier_general,Helper,quite,completely/fairly,Middle English,
3,Free_Lexical,lexical_tier_general,Helper,almost,nearly,Old English,
3,Free_Lexical,lexical_tier_general,Helper,already,by now,Middle English,
3,Free_Lexical,lexical_tier_general,Helper,still,yet/continuing,Old English,
3,Free_Lexical,lexical_tier_general,Helper,even,emphasis/flat,Old English,
3,Free_Lexical,lexical_tier_general,Helper,just,only/exactly,Old French/Latin,
3,Free_Lexical,lexical_tier_general,Object,one,numeral 1,Old English,
3,Free_Lexical,lexical_tier_general,Object,two,numeral 2,Old English,
3,Free_Lexical,lexical_tier_general,Object,three,numeral 3,Old English,
3,Free_Lexical,lexical_tier_general,Object,four,numeral 4,Old English,
3,Free_Lexical,lexical_tier_general,Object,five,numeral 5,Old English,
3,Free_Lexical,lexical_tier_general,Object,six,numeral 6,Old English,
3,Free_Lexical,lexical_tier_general,Object,seven,numeral 7,Old English,
3,Free_Lexical,lexical_tier_general,Object,eight,numeral 8,Old English,
3,Free_Lexical,lexical_tier_general,Object,nine,numeral 9,Old English,
3,Free_Lexical,lexical_tier_general,Object,ten,numeral 10,Old English,
3,Free_Lexical,lexical_tier_general,Object,hundred,100,Old English,
3,Free_Lexical,lexical_tier_general,Object,thousand,1000,Old English,
3,Free_Lexical,lexical_tier_general,Object,million,10^6,Old French/Italian from Latin,
3,Free_Lexical,lexical_tier_general,Object,half,1/2,Old English,
3,Free_Lexical,lexical_tier_general,Object,quarter,1/4,Old French/Latin,
3,Free_Lexical,lexical_tier_general,Entity,plant,vegetation,Old English,
3,Free_Lexical,lexical_tier_general,Object,tree,woody plant,Old English,
3,Free_Lexical,lexical_tier_general,Location,sun,star/daylight source,Old English,
3,Free_Lexical,lexical_tier_general,Location,moon,Earth's satellite,Old English,
3,Free_Lexical,lexical_tier_general,Location,star,celestial point,Old English,
3,Free_Lexical,lexical_tier_general,Object,fire,combustion,Old English,
3,Free_Lexical,lexical_tier_general,Location,earth,soil/world,Old English,
3,Free_Lexical,lexical_tier_general,Object,stone,rock,Old English,
3,Free_Lexical,lexical_tier_general,Object,metal,substance,Greek via Latin,
3,Free_Lexical,lexical_tier_general,Object,glass,silicate material,Old English,
3,Free_Lexical,lexical_tier_general,Object,gold,element Au,Old English,
3,Free_Lexical,lexical_tier_general,Object,silver,element Ag,Old English,
3,Free_Lexical,lexical_tier_general,Location,river,stream,Old French,
3,Free_Lexical,lexical_tier_general,Location,sea,salt water mass,Old English,
3,Free_Lexical,lexical_tier_general,Object,wind,moving air,Old English,
3,Free_Lexical,lexical_tier_general,Object,snow,frozen precipitation,Old English,
3,Free_Lexical,lexical_tier_general,Object,rain,precipitation,Old English,
3,Free_Lexical,lexical_tier_general,Object,cold,low temperature,Old English,
3,Free_Lexical,lexical_tier_general,Object,heat,thermal energy,Old English,
3,Free_Lexical,lexical_tier_general,Location,street,urban road,Late Latin,
3,Free_Lexical,lexical_tier_general,Location,road,way,Old English,
3,Free_Lexical,lexical_tier_general,Location,building,structure,Old English verbal noun,
3,Free_Lexical,lexical_tier_general,Location,wall,barrier,Old English,
3,Free_Lexical,lexical_tier_general,Location,window,opening with glass,Old Norse,
3,Free_Lexical,lexical_tier_general,Location,floor,surface of a level,Old English,
3,Free_Lexical,lexical_tier_general,Location,ground,earth/surface,Old English,
3,Free_Lexical,lexical_tier_general,Location,field,open land,Old English,
3,Free_Lexical,lexical_tier_general,Location,farm,agricultural holding,Old French,
3,Free_Lexical,lexical_tier_general,Entity,creature,living being,Old French/Latin,
3,Bound_Latin,prefix,Location,pre-,before,Latin prae-,prefix
3,Bound_Latin,prefix,Location,post-,after,Latin post,
3,Bound_Latin,prefix,Location,sub-,under/below,Latin sub,
3,Bound_Latin,prefix,Location,super-,above/beyond,Latin super,
3,Bound_Latin,prefix,Location,trans-,across,Latin trans,
3,Bound_Latin,prefix,Location,inter-,between/among,Latin inter,
4,Bound_Latin,prefix,Location,intra-,within,Latin intra,
3,Bound_Latin,prefix,Location,extra-,outside,Latin extra,
4,Bound_Latin,prefix,Location,infra-,below,Latin infra,
3,Bound_Latin,prefix,Location,ultra-,beyond,Latin ultra,
3,Bound_Latin,prefix,Secret,contra-,against,Latin contra,
3,Bound_Latin,prefix,Location,ante-,before,Latin ante,
3,Bound_Latin,prefix,Secret,anti-,against (loan pattern),Latin (cf. Greek anti),English 'anti-' blends Latin/Greek
4,Bound_Latin,prefix,Location,circum-,around,Latin circum,
1,Bound_Latin,prefix,Secret,re-,again/back,Latin re-,very frequent
3,Bound_Latin,prefix,Secret,de-,down/off,Latin de-,
3,Bound_Latin,prefix,Secret,dis-,apart/negation,Latin dis-,
3,Bound_Latin,prefix,Secret,com-/con-/col-/cor-,with/together,Latin cum/con,allomorphs
3,Bound_Latin,prefix,Secret,ex-/e-,out,Latin ex,
4,Bound_Latin,prefix,Secret,ab-,away from,Latin ab,
3,Bound_Latin,prefix,Secret,ad-,toward,Latin ad,assimilation variants
3,Bound_Latin,prefix,Secret,per-,through,Latin per,
3,Bound_Latin,prefix,Secret,pro-,forward,Latin pro,
5,Bound_Latin,prefix,Secret,ob-,toward/against,Latin ob,
2,Bound_Latin,prefix,Secret,in-/il-/im-/ir-,in/into/not,Latin in-,
2,Bound_Latin,prefix,Secret,non-,not,Latin non,
3,Bound_Latin,prefix,Secret,semi-,half,Latin semi,
5,Bound_Latin,prefix,Secret,omni-,all,Latin omnis,
3,Bound_Latin,prefix,Secret,multi-,many,Latin multus,
3,Bound_Latin,prefix,Secret,uni-,one,Latin unus,
3,Bound_Latin,prefix,Secret,bi-,two,Latin,
4,Bound_Latin,prefix,Secret,tri-,three,Latin,
5,Bound_Latin,prefix,Secret,quadri-,four,Latin,
4,Bound_Latin,prefix,Secret,centi-,hundred(th),Latin centum,
4,Bound_Latin,prefix,Secret,milli-,thousand(th),Latin mille,
5,Bound_Latin,prefix,Location,vice-,in place of,Latin vicis,
4,Bound_Latin,prefix,Secret,quasi-,as if/seeming,Latin quasi,
4,Bound_Latin,prefix,Secret,macro-,large (often Greek in etymology),Latin/Greek mixed,
4,Bound_Latin,prefix,Secret,pseudo-,false,Greek pseudes via Latin scholarly tradition,
3,Bound_Latin,suffix,Object,-tion/-sion/-ation,nominal: action/result/state,Latin -tio,allomorphs by stem
3,Bound_Latin,suffix,Object,-ment,result/means of action,Latin -mentum,
3,Bound_Latin,suffix,Entity,-ity,quality/state abstract,Latin -itas via French,
3,Bound_Latin,suffix,Secret,-ance/-ence,quality/process,Latin -antia/-entia,
3,Bound_Latin,suffix,Secret,-able/-ible,capable of being,Latin -abilis/-ibilis,
3,Bound_Latin,suffix,Tracker,-ate,verb/adj from Latin stems,Latin -atus,
4,Bound_Latin,suffix,Tracker,-ify,make/cause,Latin -ificare via French,
3,Bound_Latin,suffix,Tracker,-ize/-ise,render/cause,Greek -izein via Latin,British -ise
3,Bound_Latin,suffix,Secret,-ous/-eous/-ious,full of,Latin -osus,
3,Bound_Latin,suffix,Secret,-ive,tending to,Latin -ivus,
3,Bound_Latin,suffix,Secret,-al,pertaining to,Latin -alis,
3,Bound_Latin,suffix,Secret,-ary/-ory,relating to,Latin -arius,
4,Bound_Latin,suffix,Secret,-itude,state/quality,Latin -itudo,
3,Bound_Latin,suffix,Secret,-ence/-ance,noun of process,Latin,
3,Bound_Latin,suffix,Secret,-ent/-ant,agent/adjective,Latin -ens,
5,Bound_Latin,suffix,Secret,-arium/-orium,place for,Latin,as -ary in loan patterns
5,Bound_Latin,suffix,Secret,-escent,becoming,Latin -escens,
4,Bound_Latin,suffix,Secret,-fy,make (short),Latin -ficare,magnify
5,Bound_Latin,suffix,Secret,-ule,diminutive,Latin -ulus,
4,Bound_Latin,bound_root/stem,Tracker,spect/spic,look/see,Latin spectare,"inspect, spectator"
4,Bound_Latin,bound_root/stem,Tracker,dict,say,Latin dicere,"predict, dictionary"
4,Bound_Latin,bound_root/stem,Tracker,port,carry,Latin portare,"export, portable"
4,Bound_Latin,bound_root/stem,Tracker,mit/miss,send,Latin mittere,"submit, mission"
4,Bound_Latin,bound_root/stem,Secret,tract,draw/pull,Latin trahere tractus,"attract, tractor"
4,Bound_Latin,bound_root/stem,Tracker,duc/duct,lead,Latin ducere,"conduct, aqueduct"
4,Bound_Latin,bound_root/stem,Tracker,ject,throw,Latin jacere,"reject, project"
4,Bound_Latin,bound_root/stem,Tracker,cept/ceive/cip,take/hold,Latin capere,"except, receive"
4,Bound_Latin,bound_root/stem,Tracker,fer,bear/carry,Latin ferre,"refer, fertile"
4,Bound_Latin,bound_root/stem,Tracker,vert/vers,turn,Latin vertere,"convert, universe"
4,Bound_Latin,bound_root/stem,Tracker,grad/gres,step/go,Latin gradus,"progress, grade"
4,Bound_Latin,bound_root/stem,Tracker,pos/pon/pound,put/place,Latin ponere,"compose, position"
4,Bound_Latin,bound_root/stem,Tracker,scrib/script,write,Latin scribere,"describe, scripture"
4,Bound_Latin,bound_root/stem,Tracker,rupt,break,Latin rumpere,"disrupt, corrupt"
4,Bound_Latin,bound_root/stem,Secret,clud/clus,close/shut,Latin claudere,"include, exclude"
4,Bound_Latin,bound_root/stem,Secret,cred,believe/trust,Latin credere,"credible, credit"
5,Bound_Latin,bound_root/stem,Secret,fid,trust/faith,Latin fidere,"confide, fidelity"
4,Bound_Latin,bound_root/stem,Tracker,plic/ply,fold,Latin plicare,"comply, complex"
5,Bound_Latin,bound_root/stem,Tracker,volv/volu,roll/turn,Latin volvere,"revolve, evolution"
3,Bound_Latin,bound_root/stem,Tracker,fac/fact/fect/fy,make/do,Latin facere,"factory, satisfaction"
4,Bound_Latin,bound_root/stem,Secret,form,shape,Latin forma,"transform, formal"
4,Bound_Latin,bound_root/stem,Secret,gen,birth/kind,Latin genus,"generate, genetic"
4,Bound_Latin,bound_root/stem,Location,loc,place,Latin locus,"allocate, local"
4,Bound_Latin,bound_root/stem,Tracker,mob/mot/mov,move,Latin movere,"motion, mobile"
4,Bound_Latin,bound_root/stem,Secret,nom/nym,name,Latin nomen,nominate (cf. Greek onoma)
5,Bound_Latin,bound_root/stem,Secret,pac/peace,peace,Latin pax,pacify
4,Bound_Latin,bound_root/stem,Tracker,sist/stit,stand/place,Latin stare,"assist, constitution"
4,Bound_Latin,bound_root/stem,Tracker,ten/tin/tain,hold,Latin tenere,"contain, maintain"
5,Bound_Latin,bound_root/stem,Secret,vac/van/void,empty,Latin vacare,"vacuum, vanish"
4,Bound_Latin,bound_root/stem,Secret,val/vail,strength/worth,Latin valere,"value, prevail"
4,Bound_Latin,bound_root/stem,Tracker,ven/vent,come,Latin venire,"convene, adventure"
4,Bound_Latin,bound_root/stem,Secret,ver,truth,Latin verus,"verify, veracity"
4,Bound_Latin,bound_root/stem,Tracker,vid/vis,see,Latin videre,"provide, vision"
4,Bound_Latin,bound_root/stem,Tracker,voc/vok,call/voice,Latin vocare,"vocal, invoke"
3,Bound_Greek,prefix/suffix/root,Helper,a-/an-,not/without,Greek alpha privative,prefix
4,Bound_Greek,prefix/suffix/root,Secret,arch-,chief/rule,Greek archos,"monarch, archaeology"
3,Bound_Greek,prefix/suffix/root,Secret,auto-,self,Greek autos,
3,Bound_Greek,prefix/suffix/root,Entity,bio-,life,Greek bios,
4,Bound_Greek,prefix/suffix/root,Entity,cardi-,heart,Greek kardia,
4,Bound_Greek,prefix/suffix/root,Location,chrono-,time,Greek chronos,
4,Bound_Greek,prefix/suffix/root,Secret,cosmo-,world/order,Greek kosmos,
5,Bound_Greek,prefix/suffix/root,Secret,crypto-,hidden,Greek kryptos,
4,Bound_Greek,prefix/suffix/root,Location,cycl-,circle/wheel,Greek kyklos,
4,Bound_Greek,prefix/suffix/root,Entity,demo-,people,Greek demos,democracy
5,Bound_Greek,prefix/suffix/root,Object,derm-,skin,Greek derma,dermatology
4,Bound_Greek,prefix/suffix/root,Secret,dynam-,power,Greek dynamis,
4,Bound_Greek,prefix/suffix/root,Entity,ethno-,people/nation,Greek ethnos,
4,Bound_Greek,prefix/suffix/root,Tracker,eu-,good/well,Greek eu,euphoria
5,Bound_Greek,prefix/suffix/root,Secret,gastr-,stomach,Greek gaster,
3,Bound_Greek,prefix/suffix/root,Secret,gen-,birth/kind,Greek genos (cognate Latin genus),
4,Bound_Greek,prefix/suffix/root,Location,geo-,earth,Greek ge,
5,Bound_Greek,prefix/suffix/root,Secret,gno-,know,Greek gnosis,diagnosis
3,Bound_Greek,prefix/suffix/root,Tracker,graph-,write/draw,Greek graphein,graphic
5,Bound_Greek,prefix/suffix/root,Secret,gyn-,woman,Greek gyne,
5,Bound_Greek,prefix/suffix/root,Secret,hemi-,half,Greek hemi,
4,Bound_Greek,prefix/suffix/root,Secret,hydr-,water,Greek hydor,
4,Bound_Greek,prefix/suffix/root,Location,hyper-,over/excess,Greek hyper,
4,Bound_Greek,prefix/suffix/root,Location,hypo-,under/below,Greek hypo,
5,Bound_Greek,prefix/suffix/root,Secret,iso-,equal,Greek isos,
4,Bound_Greek,prefix/suffix/root,Secret,kilo-,thousand,Greek khilioi,metric
5,Bound_Greek,prefix/suffix/root,Secret,lex-,word,Greek lexis,lexicon
3,Bound_Greek,prefix/suffix/root,Secret,log-,word/reason/study,Greek logos,"biology, logic"
4,Bound_Greek,prefix/suffix/root,Secret,macro-,large,Greek makros,
4,Bound_Greek,prefix/suffix/root,Secret,mega-,great,Greek megas,
4,Bound_Greek,prefix/suffix/root,Location,meta-,beyond/after,Greek meta,
4,Bound_Greek,prefix/suffix/root,Object,meter/metr-,measure,Greek metron,
3,Bound_Greek,prefix/suffix/root,Secret,micro-,small,Greek mikros,
4,Bound_Greek,prefix/suffix/root,Secret,morph-,form,Greek morphe,
4,Bound_Greek,prefix/suffix/root,Secret,neo-,new,Greek neos,
4,Bound_Greek,prefix/suffix/root,Secret,nomy,law/system of (in compounds),Greek nomos,astronomy
4,Bound_Greek,prefix/suffix/root,Secret,onym,name (suffix pattern),Greek onoma,"acronym, synonym"
5,Bound_Greek,prefix/suffix/root,Secret,ortho-,straight/correct,Greek orthos,
4,Bound_Greek,prefix/suffix/root,Secret,path-,feeling/disease,Greek pathos,
4,Bound_Greek,prefix/suffix/root,Secret,phil-,love,Greek philos,philosophy
3,Bound_Greek,prefix/suffix/root,Object,phon-,sound/voice,Greek phone,
3,Bound_Greek,prefix/suffix/root,Secret,photo-,light,Greek phos,
5,Bound_Greek,prefix/suffix/root,Object,pod-,foot,Greek pous,tripod
4,Bound_Greek,prefix/suffix/root,Secret,poly-,many,Greek polys,
4,Bound_Greek,prefix/suffix/root,Entity,psych-,mind/soul,Greek psyche,
5,Bound_Greek,prefix/suffix/root,Secret,pyr-,fire,Greek pyr,
4,Bound_Greek,prefix/suffix/root,Object,scope,view/instrument (suffix),Greek skopein,microscope
5,Bound_Greek,prefix/suffix/root,Secret,soph-,wise,Greek sophos,philosophy
4,Bound_Greek,prefix/suffix/root,Secret,techn-,art/skill,Greek techne,
3,Bound_Greek,prefix/suffix/root,Location,tele-,far/distant,Greek tele,
4,Bound_Greek,prefix/suffix/root,Tracker,theo-,god,Greek theos,theology
4,Bound_Greek,prefix/suffix/root,Secret,therm-,heat,Greek therme,
5,Bound_Greek,prefix/suffix/root,Tracker,tom-,cut,Greek tome,atom
5,Bound_Greek,prefix/suffix/root,Secret,tox-,arrow/poison,Greek toxikon,
4,Bound_Greek,prefix/suffix/root,Secret,typ-,type/impression,Greek typos,
5,Bound_Greek,prefix/suffix/root,Secret,xeno-,foreign/strange,Greek xenos,
4,Bound_Greek,prefix/suffix/root,Entity,zoo-,animal,Greek zoon,
3,Bound_Greek,prefix/suffix/root,Tracker,-ism,doctrine/state,Greek -ismos via Latin/French,often blended
3,Bound_Greek,prefix/suffix/root,Secret,-ist,person associated with,Greek -istes,
4,Bound_Greek,prefix/suffix/root,Secret,-oid,resembling,Greek -oeides,asteroid
5,Bound_Greek,prefix/suffix/root,Secret,-oma,tumor/mass (medical),Greek suffix,
5,Bound_Greek,prefix/suffix/root,Secret,-pathy,feeling/disease,Greek patheia,
4,Bound_Greek,prefix/suffix/root,Secret,-phobia,fear,Greek phobos,
5,Bound_Greek,prefix/suffix/root,Secret,-philia,love/affinity,Greek philia,
4,Bound_Greek,prefix/suffix/root,Object,-phone,sound/device,Greek phone,
5,Bound_Greek,prefix/suffix/root,Object,-scopy,viewing,Greek skopein,
1,Bound_Germanic,prefix/suffix,Secret,un-,reversal/not,Old English un-,productive negation/reversal
3,Bound_Germanic,prefix/suffix,Location,be-,around/about/intensive,Old English be-,"besiege, befriend"
4,Bound_Germanic,prefix/suffix,Helper,for-,away/forbid,Old English for-,"forgo, forget"
5,Bound_Germanic,prefix/suffix,Tracker,with-,against,Old English wið,withstand
3,Bound_Germanic,prefix/suffix,Tracker,mis-,wrongly,Old English mis-,mislead
2,Bound_Germanic,prefix/suffix,Location,over-,excess/above,Old English ofer,
2,Bound_Germanic,prefix/suffix,Tracker,under-,beneath/insufficient,Old English under,
3,Bound_Germanic,prefix/suffix,Tracker,out-,external/excess,Old English ut,outdo
2,Bound_Germanic,prefix/suffix,Tracker,up-,upward,Old English up,
2,Bound_Germanic,prefix/suffix,Tracker,down-,downward,Old English of dune,
4,Bound_Germanic,prefix/suffix,Location,fore-,before/front,Old English fore,foresee
5,Bound_Germanic,prefix/suffix,Helper,gain-,back/against,Old English gegn,gainsay archaic
3,Bound_Germanic,prefix/suffix,Tracker,en-/em-,in/into/cause,Old French en- from Latin in-; Germanic em- in embed,mixed history
2,Bound_Germanic,prefix/suffix,Secret,-less,without,Old English -leas,
2,Bound_Germanic,prefix/suffix,Secret,-ful,full of,Old English -full,
2,Bound_Germanic,prefix/suffix,Entity,-ness,quality/state,Old English -ness,Germanic
3,Bound_Germanic,prefix/suffix,Entity,-hood,state/group,Old English -had,brotherhood
3,Bound_Germanic,prefix/suffix,Object,-ship,state/skill,Old English -scipe,friendship
3,Bound_Germanic,prefix/suffix,Object,-dom,state/realm,Old English -dom,kingdom
3,Bound_Germanic,prefix/suffix,Helper,-ward,toward/direction,Old English -weard,homeward
3,Bound_Germanic,prefix/suffix,Helper,-wise,manner,Old English -wise,clockwise
1,Bound_Germanic,prefix/suffix,Secret,-ly,like/manner,Old English -lic,adverb/adjective
2,Bound_Germanic,prefix/suffix,Secret,-y/-ey,characterized by,Old English -ig,rainy
3,Bound_Germanic,prefix/suffix,Secret,-ish,somewhat/like,Old English -isc,childish
3,Bound_Germanic,prefix/suffix,Secret,-en,made of/cause,Old English -en,"wooden, strengthen"
1,Bound_Germanic,prefix/suffix,Tracker,-ing,gerund/present participle,Old English -ing,
1,Bound_Germanic,prefix/suffix,Tracker,-ed,past tense/participle,Old English -ed,weak verbs
1,Bound_Germanic,prefix/suffix,Helper,-er,agent/comparative,Old English -ere / -ra,
2,Bound_Germanic,prefix/suffix,Helper,-est,superlative,Old English -ost,
2,Bound_Germanic,prefix/suffix,Helper,th,ordinal (fourth),Old English -tha,
5,Frankish_or_Continental_WG,etymological_note_or_morpheme,Tracker,-ard,pejorative/person characterized (e.g. drunkard),Frankish *hard 'hard/strong' or related; via Old French,etymology debated; often grouped with Germanic/French contact
4,Frankish_or_Continental_WG,etymological_note_or_morpheme,Object,-son (patronymic stress pattern),son of (in names),Scandinavian/Old English also; Frankish name elements in medieval names,English -son primarily Old Norse; Frankish name stock contributed to Norman name pool
3,Frankish_or_Continental_WG,etymological_note_or_morpheme,Object,war-,confusion with Latin werra in some analyses,Old North French werre (Germanic),mostly free morpheme 'war'
5,Frankish_or_Continental_WG,etymological_note_or_morpheme,Object,herald-,messenger office,Frankish *hariwald related strains via French,mostly learned as whole word
5,Frankish_or_Continental_WG,etymological_note_or_morpheme,Object,furlong,furrow-long,Old English furlang; Frankish agricultural influence in some dialectal land terms,illustrative compound
4,Frankish_or_Continental_WG,etymological_note_or_morpheme,Object,budget,leather bag/money,Old French bougette,free morpheme; Frankish bag element often cited
3,Frankish_or_Continental_WG,etymological_note_or_morpheme,Tracker,guard,watch/protect,Old French guarder (Germanic *ward-),related to ward (Germanic)
3,Frankish_or_Continental_WG,etymological_note_or_morpheme,Tracker,ward,guard (n.),Old English weard,Germanic; cognate with guard
3,Frankish_or_Continental_WG,etymological_note_or_morpheme,Tracker,reward,re- + ward,Middle English,etymologically 'watch back' Germanic roots
meta,Frankish_or_Continental_WG,etymological_note_or_morpheme,Helper,Standard disclaimer,Productive bound Frankish-only morphemes are few in Modern English; many 'Germanic' etyma entered via Norman French.,Historical linguistics,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,get,obtain; become; cause,Old Norse (cognate with beget),
1,Free_Functional,determiner_pronoun,Entity,other,additional; alternative,Old English,Other; alternative referent
1,Free_Functional,preposition_subordinator,Location,after,later than; following,Old English,Following in time/order
1,Free_Lexical,lexical_wave2_frequency_gap,Object,first,ordinal one; foremost,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,know,be cognizant of,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,see,perceive visually; understand,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,make,create; cause to be,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,think,cognize; believe,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,want,desire; lack,Old Norse/English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,go,move; function,Old English,
